Ensembl	Gene	"Gene synonym"	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"
ENSG00000169836	TACR3	NK3R	"Tachykinin receptor 3"	P29371	4	103586031-103719816	"Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Disease mutation, Hypogonadotropic hypogonadism"
ENSG00000212124	TAS2R19	"T2R19, T2R23, TAS2R23, TAS2R48"	"Taste 2 receptor member 19"	P59542	12	11021619-11022620	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000127364	TAS2R4	T2R4	"Taste 2 receptor member 4"	Q9NYW5	7	141778442-141780819	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000186136	TAS2R42	"hT2R55, T2R24, T2R55, TAS2R55"	"Taste 2 receptor member 42"	Q7RTR8	12	11185993-11186937	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000212126	TAS2R50	T2R51	"Taste 2 receptor member 50"	P59544	12	10985913-10986912	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000121314	TAS2R8	"T2R8, TRB5"	"Taste 2 receptor member 8"	Q9NYW2	12	10806051-10807293	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"	
ENSG00000108239	TBC1D12	KIAA0608	"TBC1 domain family member 12"	O60347	10	94402504-94535930	"Cancer-related genes, Predicted intracellular proteins"		"GTPase activation"	"Cancer-related genes"
ENSG00000184905	TCEAL2	"my048, MY0876G05, WEX1"	"Transcription elongation factor A like 2"	Q9H3H9	X	102125688-102127711	"Predicted intracellular proteins"	"Transcription, Transcription regulation"		
ENSG00000204065	TCEAL5	WEX4	"Transcription elongation factor A like 5"	Q5H9L2	X	103273691-103276872	"Predicted intracellular proteins"	"Transcription, Transcription regulation"		
ENSG00000182916	TCEAL7	"MGC23947, WEX5"	"Transcription elongation factor A like 7"	Q9BRU2	X	103330196-103332326	"Predicted intracellular proteins"	"Transcription, Transcription regulation"	Repressor	
ENSG00000176769	TCERG1L	FLJ38950	"Transcription elongation regulator 1 like"	Q5VWI1	10	131092391-131311721	"Predicted intracellular proteins"			
ENSG00000101190	TCFL5	"bHLHe82, CHA, E2BP-1, Figlb"	"Transcription factor like 5"	Q9UL49	20	62841115-62861763	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Spermatogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	
ENSG00000152760	TCTEX1D1	FLJ40873	"Tctex1 domain containing 1"	Q8N7M0	1	66752459-66778787	"Predicted intracellular proteins"			
ENSG00000109927	TECTA	"DFNA12, DFNA8, DFNB21"	"Tectorin alpha"	O75443	11	121101173-121191493	"Disease related genes, Predicted membrane proteins, Predicted secreted proteins"	Hearing		"Deafness, Disease mutation, Non-syndromic deafness"
ENSG00000009694	TENM1	"ODZ1, ODZ3, TEN-M1, TNM"	"Teneurin transmembrane protein 1"	Q9UKZ4	X	124375903-124963817	"Predicted membrane proteins"	"Stress response, Transcription, Transcription regulation"	"Neuropeptide, Repressor"	
ENSG00000187605	TET3	"hCG_40738, MGC22014"	"Tet methylcytosine dioxygenase 3"	O43151	2	73986404-74108176	"Enzymes, Predicted intracellular proteins"		"Chromatin regulator, Developmental protein, Dioxygenase, DNA-binding, Oxidoreductase"	
ENSG00000116819	TFAP2E	AP2E	"Transcription factor AP-2 epsilon"	Q6VUC0	1	35573370-35595328	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	
ENSG00000105619	TFPT	"amida, FB1, INO80F"	"TCF3 fusion partner"	P0C1Z6	19	54107013-54115675	"Disease related genes, Predicted intracellular proteins"	"Apoptosis, DNA damage, DNA recombination, DNA repair, Transcription, Transcription regulation"		Proto-oncogene
ENSG00000126351	THRA	"AR7, EAR-7.1/EAR-7.2, ERBA, ERBA1, NR1A1, THRA1, THRA2, THRA3"	"Thyroid hormone receptor, alpha"	P10827	17	40058290-40093867	"Cancer-related genes, Disease related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Receptor"	"Cancer-related genes, Congenital hypothyroidism, Disease mutation, FDA approved drug targets"
ENSG00000144229	THSD7B	KIAA1679	"Thrombospondin type 1 domain containing 7B"	Q9C0I4	2	136765545-137677717	"Predicted membrane proteins"			
ENSG00000154096	THY1	CD90	"Thy-1 cell surface antigen"	P04216	11	119417378-119424985	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000221995	TIAF1		"TGFB1-induced anti-apoptotic factor 1"	O95411	17	29073521-29078857	"Predicted intracellular proteins"	Apoptosis		
ENSG00000173825	TIGD3		"Tigger transposable element derived 3"	Q6B0B8	11	65354767-65357613	"Predicted intracellular proteins"		DNA-binding	
ENSG00000065717	TLE2	"ESG, ESG2, FLJ41188, GRG2"	"Transducin like enhancer of split 2"	Q04725	19	2997638-3047635	"Predicted intracellular proteins"	"Transcription, Transcription regulation, Wnt signaling pathway"	Repressor	
ENSG00000038295	TLL1		"Tolloid like 1"	O43897	4	165873258-166103895	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins"	Differentiation	"Developmental protein, Hydrolase, Metalloprotease, Protease"	"Atrial septal defect, Disease mutation"
ENSG00000174130	TLR6	CD286	"Toll like receptor 6"	Q9Y2C9	4	38823715-38856817	"CD markers, Predicted membrane proteins"	"Immunity, Inflammatory response, Innate immunity"	"Hydrolase, Receptor"	
ENSG00000196664	TLR7		"Toll like receptor 7"	Q9NYK1	X	12867083-12890380	"FDA approved drug targets, Predicted membrane proteins"	"Immunity, Inflammatory response, Innate immunity"	Receptor	"FDA approved drug targets"
ENSG00000115297	TLX2	"Enx, HOX11L1, NCX, Tlx2"	"T cell leukemia homeobox 2"	O43763	2	74513463-74517147	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	
ENSG00000149488	TMC2	"C20orf145, dJ686C3.3"	"Transmembrane channel like 2"	Q8TDI7	20	2536607-2641784	"Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel"	
ENSG00000141524	TMC6	"EVER1, EVIN1, LAK-4P"	"Transmembrane channel like 6"	Q7Z403	17	78110458-78132407	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Ion channel"	
ENSG00000170537	TMC7	FLJ21240	"Transmembrane channel like 7"	Q7Z402	16	18983934-19063942	"Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel"	
ENSG00000144339	TMEFF2	"CT120.2, HPP1, TENB2, TPEF, TR"	"Transmembrane protein with EGF like and two follistatin like domains 2"	Q9UIK5	2	191949043-192195709	"Predicted membrane proteins, Predicted secreted proteins"			
ENSG00000188735	TMEM120B		"Transmembrane protein 120B"	A0PK00	12	121712752-121783001	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000184986	TMEM121	"hole, MGC4659, TMEM121A"	"Transmembrane protein 121"	Q9BTD3	14	105526603-105530202	"Predicted membrane proteins"			
ENSG00000183307	TMEM121B	CECR6	"Transmembrane protein 121B"	Q9BXQ6	22	17116299-17121367	"Predicted membrane proteins"			
ENSG00000006118	TMEM132A	"FLJ20539, GBP, HSPA5BP1"	"Transmembrane protein 132A"	Q24JP5	11	60924463-60937159	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000181291	TMEM132E	DFNB99	"Transmembrane protein 132E"	Q6IEE7	17	34579487-34639318	"Disease related genes, Predicted membrane proteins"			"Deafness, Disease mutation, Non-syndromic deafness"
ENSG00000249992	TMEM158	"p40BBp, RIS1"	"Transmembrane protein 158 (gene/pseudogene)"	Q8WZ71	3	45224466-45226278	"Predicted membrane proteins"			
ENSG00000152128	TMEM163	"DKFZP566N034, SV31"	"Transmembrane protein 163"	Q8TC26	2	134455759-134719000	"Predicted membrane proteins, Transporters"			
ENSG00000163449	TMEM169	FLJ34263	"Transmembrane protein 169"	Q96HH4	2	216081866-216102783	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000261115	TMEM178B	DKFZp547G036	"Transmembrane protein 178B"	H3BS89	7	141074232-141480380	"Predicted membrane proteins"			
ENSG00000146433	TMEM181	"GPR178, KIAA1423"	"Transmembrane protein 181"	Q9P2C4	6	158536436-158635428	"Predicted membrane proteins"			
ENSG00000173452	TMEM196	MGC42090	"Transmembrane protein 196"	Q5HYL7	7	19719310-19773598	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000188760	TMEM198	"MGC99813, TMEM198A"	"Transmembrane protein 198"	Q66K66	2	219543663-219550595	"Predicted membrane proteins"	"Wnt signaling pathway"	"Developmental protein"	
ENSG00000065600	TMEM206	"C1orf75, FLJ10874"	"Transmembrane protein 206"	Q9H813	1	212363931-212414901	"Predicted membrane proteins"	"Ion transport, Transport"	"Chloride channel, Ion channel"	
ENSG00000234224	TMEM229A		"Transmembrane protein 229A"	B2RXF0	7	124030916-124033023	"Predicted membrane proteins"			
ENSG00000198133	TMEM229B	"C14orf83, FLJ33387"	"Transmembrane protein 229B"	Q8NBD8	14	67447084-67533739	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000205090	TMEM240	"C1orf70, SCA21"	"Transmembrane protein 240"	Q5SV17	1	1535174-1540453	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"			"Disease mutation, Mental retardation, Neurodegeneration, Spinocerebellar ataxia"
ENSG00000125355	TMEM255A	"FAM70A, FLJ20716"	"Transmembrane protein 255A"	Q5JRV8	X	120258650-120311556	"Predicted membrane proteins, Transporters"			
ENSG00000126950	TMEM35A	"FLJ14084, TMEM35"	"Transmembrane protein 35A"	Q53FP2	X	101078720-101096364	"Predicted membrane proteins"			
ENSG00000196187	TMEM63A	KIAA0792	"Transmembrane protein 63A"	O94886	1	225845536-225882369	"Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel"	"Disease mutation, Leukodystrophy"
ENSG00000165548	TMEM63C	"C14orf171, CSC1, DKFZp434P0111, hsCSC1"	"Transmembrane protein 63C"	Q9P1W3	14	77116568-77259495	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"	"Ion channel"	
ENSG00000164841	TMEM74	"FLJ30668, NET36"	"Transmembrane protein 74"	Q96NL1	8	108606850-108787615	"Predicted membrane proteins, Transporters"	Autophagy		
ENSG00000125895	TMEM74B	"C20orf46, FLJ11190"	"Transmembrane protein 74B"	Q9NUR3	20	1180561-1185415	"Predicted membrane proteins"			
ENSG00000174529	TMEM81	"HC3107, KVLA2788, MGC75217, UNQ2788"	"Transmembrane protein 81"	Q6P7N7	1	205083129-205084460	"Predicted membrane proteins"			
ENSG00000181585	TMIE	DFNB6	"Transmembrane inner ear"	Q8NEW7	3	46694528-46710886	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"			"Deafness, Disease mutation, Non-syndromic deafness"
ENSG00000154620	TMSB4Y	TB4Y	"Thymosin beta 4, Y-linked"	O14604	Y	13703567-13706024	"Predicted intracellular proteins"		Actin-binding	
ENSG00000125247	TMTC4	"FLJ14624, FLJ22153"	"Transmembrane and tetratricopeptide repeat containing 4"	Q5T4D3	13	100603927-100675093	"Predicted intracellular proteins, Predicted membrane proteins"		Transferase	
ENSG00000146072	TNFRSF21	"CD358, DR6"	"TNF receptor superfamily member 21"	O75509	6	47231532-47309905	"CD markers, Plasma proteins, Predicted membrane proteins"	"Adaptive immunity, Apoptosis, Immunity"	Receptor	
ENSG00000215788	TNFRSF25	"APO-3, DDR3, DR3, LARD, TNFRSF12, TR3, TRAMP, WSL-1, WSL-LR"	"TNF receptor superfamily member 25"	Q93038	1	6461151-6466195	"Predicted membrane proteins, Predicted secreted proteins"	Apoptosis	Receptor	
ENSG00000120337	TNFSF18	"AITRL, hGITRL, TL6"	"TNF superfamily member 18"	Q9UNG2	1	173039960-173050963	"Predicted membrane proteins"	"Adaptive immunity, Immunity"	Cytokine	
ENSG00000154310	TNIK	KIAA0551	"TRAF2 and NCK interacting kinase"	Q9UKE5	3	171061339-171460408	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Neurogenesis, Wnt signaling pathway"	"Kinase, Serine/threonine-protein kinase, Transferase"	"Mental retardation"
ENSG00000189350	TOGARAM2	"Crescerin-2, FAM179A, FLJ43249, LOC165186"	"TOG array regulator of axonemal microtubules 2"	Q6ZUX3	2	28956611-29061373	"Predicted intracellular proteins"			
ENSG00000025772	TOMM34	"HTOM34P, TOM34"	"Translocase of outer mitochondrial membrane 34"	Q15785	20	44942130-44960486	"Predicted intracellular proteins"		Chaperone	
ENSG00000078804	TP53INP2	"C20orf110, dJ1181N3.1, DKFZp434B2411, DKFZp434O0827, DOR, FLJ21759, FLJ23500, PINH"	"Tumor protein p53 inducible nuclear protein 2"	Q8IXH6	20	34704290-34713439	"Predicted intracellular proteins"	"Autophagy, Transcription, Transcription regulation"	Activator	
ENSG00000183632	TP53TG3	"P53TG3, TP53TG3A"	"TP53 target 3"	Q9ULZ0	16	32673528-32676732	"Predicted intracellular proteins"			
ENSG00000078900	TP73	P73	"Tumor protein p73"	O15350	1	3652520-3736201	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Apoptosis, Cell cycle, Host-virus interaction, Transcription, Transcription regulation"	"Activator, DNA-binding"	"Tumor suppressor"
ENSG00000261594	TPBGL		"Trophoblast glycoprotein like"	P0DKB5	11	75240905-75243697	"Predicted membrane proteins"			
ENSG00000176058	TPRN	"C9orf75, DFNB79, FLJ90254"	Taperin	Q4KMQ1	9	137191617-137204193	"Disease related genes, Predicted intracellular proteins"	Hearing		"Deafness, Non-syndromic deafness"
ENSG00000115993	TRAK2	"ALS2CR3, CALS-C, GRIF-1, KIAA0549, MILT2, OIP98"	"Trafficking kinesin protein 2"	O60296	2	201377207-201451579	"Predicted intracellular proteins"	Transport		
ENSG00000095970	TREM2	"TREM-2, Trem2a, Trem2b, Trem2c"	"Triggering receptor expressed on myeloid cells 2"	Q9NZC2	6	41158506-41163186	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"		Receptor	"Disease mutation, Neurodegeneration"
ENSG00000170893	TRH		"Thyrotropin releasing hormone"	P20396	3	129974305-129977938	"Predicted secreted proteins"		Hormone	
ENSG00000072657	TRHDE	"PAP-II, PGPEP2, TRH-DE"	"Thyrotropin releasing hormone degrading enzyme"	Q9UKU6	12	72087266-72670757	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"		"Aminopeptidase, Hydrolase, Metalloprotease, Protease"	
ENSG00000255690	TRIL	KIAA0644	"TLR4 interactor with leucine rich repeats"	Q7L0X0	7	28953358-28958292	"Predicted membrane proteins"	"Immunity, Inflammatory response, Innate immunity"		
ENSG00000162931	TRIM17	"RBCC, RNF16, terf"	"Tripartite motif containing 17"	Q9Y577	1	228407940-228416861	"Enzymes, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase	
ENSG00000109654	TRIM2	"CMT2R, KIAA0517, RNF86"	"Tripartite motif containing 2"	Q9C040	4	153152342-153339320	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase	"Charcot-Marie-Tooth disease, Disease mutation, Neurodegeneration, Neuropathy"
ENSG00000110171	TRIM3	"BERP, HAC1, RNF22, RNF97"	"Tripartite motif containing 3"	O75382	11	6448613-6474459	"Predicted intracellular proteins"	"Protein transport, Transport"		
ENSG00000146063	TRIM41	"MGC1127, RINCK"	"Tripartite motif containing 41"	Q8WV44	5	181222499-181235809	"Enzymes, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase	
ENSG00000144015	TRIM43	TRIM43A	"Tripartite motif containing 43"	Q96BQ3	2	95592018-95599778	"Predicted intracellular proteins"			
ENSG00000163462	TRIM46	"FLJ23229, TRIFIC"	"Tripartite motif containing 46"	Q7Z4K8	1	155173787-155184971	"Predicted intracellular proteins"			
ENSG00000213186	TRIM59	"Mrf1, RNF104, TRIM57, TSBF1"	"Tripartite motif containing 59"	Q8IWR1	3	160432445-160485773	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000138741	TRPC3		"Transient receptor potential cation channel subfamily C member 3"	Q13507	4	121879027-121951754	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"	"Disease mutation, Neurodegeneration, Spinocerebellar ataxia"
ENSG00000069018	TRPC7		"Transient receptor potential cation channel subfamily C member 7"	Q9HCX4	5	136213320-136365545	"Predicted membrane proteins, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Ion channel"	
ENSG00000166925	TSC22D4	"THG-1, TILZ2"	"TSC22 domain family member 4"	Q9Y3Q8	7	100463359-100479279	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	Repressor	
ENSG00000168785	TSPAN5	"NET-4, TM4SF9, Tspan-5"	"Tetraspanin 5"	P62079	4	98470367-98658629	"Predicted membrane proteins"			
ENSG00000011105	TSPAN9	NET-5	"Tetraspanin 9"	O75954	12	3077355-3286564	"Predicted membrane proteins"			
ENSG00000005379	TSPOAP1	"BZRAP1, KIAA0612, PRAX-1, RIM-BP1, RIMBP1"	"TSPO associated protein 1"	O95153	17	58301228-58328760	"Plasma proteins, Predicted intracellular proteins"			
ENSG00000184205	TSPYL2	"CDA1, CINAP, CTCL, DENTT, HRIHFB2216, SE20-4, TSPX"	"TSPY like 2"	Q9H2G4	X	53082367-53088540	"Predicted intracellular proteins"	"Cell cycle, Transcription, Transcription regulation"	"Chromatin regulator"	
ENSG00000187189	TSPYL4	"dJ486I3.2, KIAA0721"	"TSPY like 4"	Q9UJ04	6	116249961-116254140	"Predicted intracellular proteins"			
ENSG00000146216	TTBK1	KIAA1855	"Tau tubulin kinase 1"	Q5TCY1	6	43243680-43288259	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000155158	TTC39B	"C9orf52, FLJ33868"	"Tetratricopeptide repeat domain 39B"	Q5VTQ0	9	15163622-15307360	"Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism, Ubl conjugation pathway"		
ENSG00000175764	TTLL11	"bA244O19.1, C9orf20"	"Tubulin tyrosine ligase like 11"	Q8NHH1	9	121821928-122093606	"Predicted intracellular proteins"		Ligase	
